num__no_of_adults,num__no_of_children,num__no_of_weekend_nights,num__no_of_week_nights,num__required_car_parking_space,num__lead_time,num__arrival_year,num__repeated_guest,num__no_of_previous_cancellations,num__no_of_previous_bookings_not_canceled,num__avg_price_per_room,num__no_of_special_requests,num__no_of_people,num__arrival_month_sin,num__arrival_month_cos,num__arrival_date_sin,num__arrival_date_cos,cat__type_of_meal_plan_Meal Plan 1,cat__type_of_meal_plan_Meal Plan 2,cat__type_of_meal_plan_Meal Plan 3,cat__type_of_meal_plan_Not Selected,cat__room_type_reserved_Room_Type 1,cat__room_type_reserved_Room_Type 2,cat__room_type_reserved_Room_Type 3,cat__room_type_reserved_Room_Type 4,cat__room_type_reserved_Room_Type 5,cat__room_type_reserved_Room_Type 6,cat__room_type_reserved_Room_Type 7,cat__market_segment_type_Aviation,cat__market_segment_type_Complementary,cat__market_segment_type_Corporate,cat__market_segment_type_Offline,cat__market_segment_type_Online
0.2958356407251405,-0.26321128263227284,-0.9331377395208521,0.5608951338648527,-0.17577265240625112,-0.10612363145797934,0.4687987857115109,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,0.49833829207472863,1.755402492216126,0.0711016622762021,-0.42193091277113315,1.332875574744296,1.2611960450903212,-0.5715131834958626,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2958356407251405,-0.26321128263227284,0.21428276807786342,0.5608951338648527,-0.17577265240625112,1.4580937262156595,-2.133111327246005,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,-0.8714703355465949,-0.7896003673449035,0.0711016622762021,-0.9399345611287753,0.7923875715773773,1.40515749049722,-0.02433698681839605,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2958356407251405,-0.26321128263227284,1.3617032756765788,-0.14735735204177303,-0.17577265240625112,-0.4563215473550627,0.4687987857115109,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,-1.0307834884994382,-0.7896003673449035,0.0711016622762021,1.7008875159575516,0.054067228810641604,0.6727181010281447,-1.1807537629512324,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2958356407251405,-0.26321128263227284,-0.9331377395208521,-0.14735735204177303,-0.17577265240625112,0.10399511808027065,0.4687987857115109,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,-0.5087484248057461,0.48290106243561126,0.0711016622762021,1.5112850214056333,-0.6842531139560939,0.6727181010281447,-1.1807537629512324,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2958356407251405,-0.26321128263227284,-0.9331377395208521,-0.8556098379483987,-0.17577265240625112,-0.9349253657477432,-2.133111327246005,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,-2.941118885067909,-0.7896003673449035,0.0711016622762021,-0.9399345611287753,0.7923875715773773,-1.3004275617628374,-0.5715131834958622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6372211244042387,-0.26321128263227284,1.3617032756765788,-0.14735735204177303,-0.17577265240625112,-0.3629354364491738,0.4687987857115109,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,-1.0492751937528935,-0.7896003673449035,-1.4641138211568927,-0.9399345611287753,0.7923875715773773,-0.163942920010354,-1.3499596783290233,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2958356407251405,2.2030104474779386,0.21428276807786342,1.977400105678104,-0.17577265240625112,0.1506881735332151,0.4687987857115109,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,0.771446554279603,-0.7896003673449035,1.606317145709297,-0.4219309127711322,-1.2247411171230136,1.014376737809235,1.0140351178414642,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6372211244042387,-0.26321128263227284,0.21428276807786342,-1.5638623238550244,-0.17577265240625112,-0.9932916850639237,0.4687987857115109,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,-0.23848504033217238,-0.7896003673449035,-1.4641138211568927,1.511285021405633,0.7923875715773773,0.4074569557293715,-1.2927773562076643,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6372211244042387,-0.26321128263227284,0.21428276807786342,-0.8556098379483987,-0.17577265240625112,-0.9582718934742155,0.4687987857115109,6.310558701525716,-0.06441389166018709,0.479281694975388,-0.39495331555371505,0.48290106243561126,-1.4641138211568927,0.28567523013842855,1.530707914344113,-0.9488665334512805,-1.0184751576298594,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2958356407251405,-0.26321128263227284,0.21428276807786342,1.2691476197714784,-0.17577265240625112,0.349133659208229,0.4687987857115109,-0.1584645745800967,-0.06441389166018709,-0.0878690552723076,-0.1118879812892878,0.48290106243561126,0.0711016622762021,0.9932813730479901,-1.2247411171230134,1.014376737809235,1.0140351178414642,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
